args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 512
INFO 10-28 15:27:42 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=512.
INFO 10-28 15:27:42 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:27:45 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.51s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.59s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.62s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.19s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.33s/it]

INFO 10-28 15:27:51 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:27:52 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.16GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:27:52 gpu_executor.py:122] # GPU blocks: 27921, # CPU blocks: 2048
INFO 10-28 15:27:52 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:27:54 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:27:54 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:28:07 model_runner.py:1522] Graph capturing finished in 13 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
len(prompt):118
start warm up
finish warm up
without_agent max_token:256 
1 without agent len(reqs):2
0 rid:1 and rid1:1i0 and rid2:1i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:0 and rid1:0i0 and rid2:0i1
need_r1_react_num:1 and need_r2_react_num:0
one step time:0.03222370147705078
one step time:0.012330770492553711
one step time:0.012332677841186523
one step time:0.012259483337402344
one step time:0.012280464172363281
one step time:0.012260913848876953
one step time:0.012216806411743164
one step time:0.012269020080566406
one step time:0.01229715347290039
one step time:0.012222766876220703
one step time:0.012307882308959961
one step time:0.012270212173461914
one step time:0.012327909469604492
one step time:0.01226806640625
one step time:0.012253761291503906
one step time:0.012329816818237305
one step time:0.012248754501342773
one step time:0.01221609115600586
one step time:0.012259483337402344
0 rid:1i1 and rid1:1i0 and rid2:1i1
one step time:0.03304123878479004
one step time:0.012346744537353516
one step time:0.012260675430297852
one step time:0.01226186752319336
one step time:0.012261629104614258
one step time:0.01225423812866211
one step time:0.012273550033569336
one step time:0.012266874313354492
one step time:0.012389183044433594
one step time:0.012603282928466797
one step time:0.012472391128540039
one step time:0.012554645538330078
one step time:0.012371540069580078
one step time:0.012299537658691406
one step time:0.012295246124267578
one step time:0.012263059616088867
one step time:0.012279510498046875
one step time:0.01224970817565918
one step time:0.012280941009521484
one step time:0.012227535247802734
one step time:0.012265205383300781
one step time:0.012290000915527344
one step time:0.012255191802978516
one step time:0.012325525283813477
one step time:0.012362480163574219
one step time:0.012264490127563477
one step time:0.012298107147216797
one step time:0.012274742126464844
one step time:0.012319564819335938
one step time:0.012271881103515625
one step time:0.012297868728637695
one step time:0.012249946594238281
one step time:0.012263774871826172
one step time:0.012252330780029297
one step time:0.012316703796386719
one step time:0.012272119522094727
one step time:0.012210607528686523
one step time:0.012259244918823242
one step time:0.012282371520996094
one step time:0.01226043701171875
one step time:0.01232147216796875
one step time:0.012260198593139648
one step time:0.012302160263061523
one step time:0.012268543243408203
one step time:0.012276172637939453
one step time:0.01231694221496582
one step time:0.01228189468383789
one step time:0.012280702590942383
one step time:0.012278318405151367
one step time:0.012277364730834961
one step time:0.012299299240112305
one step time:0.01230478286743164
one step time:0.012311220169067383
one step time:0.012275934219360352
one step time:0.012313365936279297
one step time:0.012270927429199219
one step time:0.012305259704589844
one step time:0.012233495712280273
one step time:0.012293577194213867
one step time:0.012262105941772461
one step time:0.012324810028076172
one step time:0.01226043701171875
one step time:0.012295007705688477
one step time:0.012253046035766602
one step time:0.012288570404052734
one step time:0.012320280075073242
one step time:0.012265443801879883
one step time:0.012296438217163086
one step time:0.012260913848876953
one step time:0.012257099151611328
one step time:0.012294769287109375
one step time:0.012306690216064453
one step time:0.012300729751586914
one step time:0.012298583984375
one step time:0.012241363525390625
one step time:0.012284994125366211
one step time:0.012258052825927734
one step time:0.012250423431396484
one step time:0.01230001449584961
one step time:0.012288570404052734
one step time:0.012300252914428711
one step time:0.012298107147216797
one step time:0.012225151062011719
one step time:0.012274503707885742
one step time:0.012302637100219727
one step time:0.012273311614990234
one step time:0.012224435806274414
one step time:0.01226353645324707
one step time:0.012345552444458008
one step time:0.012290000915527344
one step time:0.012235164642333984
one step time:0.012279033660888672
one step time:0.012360811233520508
one step time:0.012314796447753906
one step time:0.01231527328491211
one step time:0.012300729751586914
one step time:0.012281179428100586
one step time:0.012266159057617188
one step time:0.012255191802978516
one step time:0.012239456176757812
one step time:0.012244224548339844
one step time:0.012292146682739258
one step time:0.012310266494750977
one step time:0.012314796447753906
one step time:0.012349843978881836
one step time:0.012353658676147461
one step time:0.012260913848876953
one step time:0.01230478286743164
one step time:0.012287139892578125
one step time:0.012275457382202148
one step time:0.012288570404052734
one step time:0.012258052825927734
one step time:0.012289285659790039
one step time:0.01223897933959961
one step time:0.012296915054321289
one step time:0.012207508087158203
one step time:0.012255430221557617
one step time:0.01226496696472168
one step time:0.012239694595336914
one step time:0.01230311393737793
one step time:0.012321949005126953
one step time:0.012284517288208008
one step time:0.012273073196411133
one step time:0.012243270874023438
one step time:0.012285470962524414
one step time:0.012247800827026367
one step time:0.012282609939575195
one step time:0.012292623519897461
one step time:0.012333154678344727
one step time:0.012330293655395508
one step time:0.012296438217163086
one step time:0.012293577194213867
one step time:0.012331962585449219
one step time:0.012319564819335938
one step time:0.012301206588745117
one step time:0.012350797653198242
one step time:0.012331962585449219
one step time:0.012299299240112305
one step time:0.012269020080566406
one step time:0.012286901473999023
one step time:0.01232767105102539
one step time:0.012283563613891602
one step time:0.012260675430297852
one step time:0.012256145477294922
one step time:0.012447834014892578
one step time:0.01230931282043457
one step time:0.012328863143920898
one step time:0.01228642463684082
one step time:0.01222681999206543
one step time:0.012289047241210938
one step time:0.012231588363647461
one step time:0.012245655059814453
one step time:0.012323379516601562
one step time:0.012235403060913086
one step time:0.012275218963623047
one step time:0.012302875518798828
one step time:0.012337207794189453
one step time:0.012276649475097656
one step time:0.012287616729736328
one step time:0.012269258499145508
one step time:0.012273550033569336
one step time:0.012227535247802734
one step time:0.01228785514831543
one step time:0.012277364730834961
one step time:0.012315511703491211
one step time:0.012282371520996094
one step time:0.01227426528930664
one step time:0.012267112731933594
one step time:0.012254476547241211
one step time:0.012274026870727539
one step time:0.012305259704589844
one step time:0.012326478958129883
one step time:0.012299776077270508
one step time:0.012276887893676758
one step time:0.012303829193115234
one step time:0.012295961380004883
one step time:0.012256145477294922
one step time:0.012282609939575195
one step time:0.012257814407348633
one step time:0.012294292449951172
one step time:0.012274026870727539
one step time:0.01230764389038086
one step time:0.01226186752319336
one step time:0.012260913848876953
one step time:0.01229405403137207
one step time:0.012279987335205078
one step time:0.012287616729736328
one step time:0.0123443603515625
one step time:0.012320756912231445
one step time:0.012300968170166016
one step time:0.012251138687133789
one step time:0.012242794036865234
one step time:0.012287616729736328
one step time:0.012261390686035156
one step time:0.01226496696472168
one step time:0.012249946594238281
one step time:0.012282371520996094
one step time:0.012291669845581055
one step time:0.012301206588745117
one step time:0.012317657470703125
one step time:0.01229548454284668
one step time:0.012325286865234375
one step time:0.012272834777832031
one step time:0.012263059616088867
one step time:0.012347698211669922
one step time:0.01226806640625
one step time:0.012254953384399414
one step time:0.012256145477294922
one step time:0.012282133102416992
one step time:0.012324094772338867
one step time:0.012344121932983398
one step time:0.01230621337890625
one step time:0.012304306030273438
one step time:0.012260675430297852
one step time:0.012267351150512695
one step time:0.012270689010620117
one step time:0.012315511703491211
one step time:0.012248039245605469
one step time:0.01227569580078125
one step time:0.012284517288208008
one step time:0.012303352355957031
one step time:0.012308597564697266
one step time:0.012270689010620117
one step time:0.01231074333190918
one step time:0.012236833572387695
one step time:0.012243509292602539
one step time:0.012283086776733398
one step time:0.012298822402954102
one step time:0.012288808822631836
one step time:0.012325048446655273
one step time:0.012274980545043945
one step time:0.01227712631225586
one step time:0.012293338775634766
one step time:0.012266397476196289
one step time:0.012284517288208008
one step time:0.01229095458984375
one step time:0.012319803237915039
one step time:0.012295246124267578
0 rid:0i1 and rid1:0i0 and rid2:0i1
one step time:0.03537178039550781
one step time:0.012501001358032227
one step time:0.012282133102416992
one step time:0.012267827987670898
one step time:0.012292623519897461
one step time:0.012298345565795898
one step time:0.012363672256469727
one step time:0.012279510498046875
one step time:0.012255668640136719
one step time:0.012334585189819336
one step time:0.012312889099121094
one step time:0.012275457382202148
one step time:0.012341737747192383
one step time:0.01239919662475586
one step time:0.012575149536132812
one step time:0.012543916702270508
one step time:0.012501955032348633
one step time:0.012487173080444336
one step time:0.01250457763671875
0 rid:1i0 and rid1:1i0 and rid2:1i1
one step time:0.03670811653137207
one step time:0.012569665908813477
one step time:0.012318849563598633
one step time:0.012369155883789062
one step time:0.012253999710083008
one step time:0.012281179428100586
one step time:0.012299060821533203
one step time:0.012302160263061523
one step time:0.012329816818237305
one step time:0.012323617935180664
one step time:0.012320756912231445
one step time:0.012298345565795898
one step time:0.012308597564697266
one step time:0.012334585189819336
one step time:0.012281656265258789
one step time:0.012290239334106445
one step time:0.012275457382202148
one step time:0.01234292984008789
one step time:0.012288808822631836
one step time:0.012285470962524414
one step time:0.01229405403137207
one step time:0.01234126091003418
one step time:0.012301445007324219
one step time:0.012295722961425781
one step time:0.012329339981079102
one step time:0.012311697006225586
one step time:0.012299537658691406
one step time:0.012297630310058594
one step time:0.012290716171264648
one step time:0.012385845184326172
one step time:0.012328624725341797
one step time:0.012276649475097656
one step time:0.012292623519897461
one step time:0.012347221374511719
one step time:0.012304544448852539
one step time:0.012363910675048828
one step time:0.012273550033569336
one step time:0.012274026870727539
one step time:0.012269258499145508
one step time:0.012292623519897461
one step time:0.012287378311157227
one step time:0.01227712631225586
one step time:0.012266874313354492
one step time:0.012301921844482422
one step time:0.012332439422607422
one step time:0.01227259635925293
one step time:0.012317180633544922
one step time:0.012302637100219727
one step time:0.012323379516601562
one step time:0.012346029281616211
one step time:0.012263059616088867
one step time:0.012318611145019531
one step time:0.012265682220458984
one step time:0.012241363525390625
one step time:0.012288808822631836
one step time:0.012297391891479492
one step time:0.012309789657592773
one step time:0.012295246124267578
one step time:0.012293815612792969
one step time:0.012277603149414062
one step time:0.01226949691772461
one step time:0.012352228164672852
one step time:0.012296676635742188
one step time:0.012316703796386719
one step time:0.012315750122070312
one step time:0.012327909469604492
one step time:0.012318611145019531
one step time:0.0123138427734375
one step time:0.012315988540649414
one step time:0.012290477752685547
one step time:0.012300252914428711
one step time:0.012364387512207031
one step time:0.012344121932983398
one step time:0.01228022575378418
one step time:0.012317180633544922
one step time:0.012303590774536133
one step time:0.012298107147216797
one step time:0.01231837272644043
one step time:0.01224517822265625
one step time:0.012280464172363281
one step time:0.012345552444458008
one step time:0.012362480163574219
one step time:0.01234889030456543
one step time:0.01230168342590332
one step time:0.012351274490356445
one step time:0.012277364730834961
one step time:0.012325048446655273
one step time:0.012306928634643555
one step time:0.012302875518798828
one step time:0.012284994125366211
one step time:0.012282848358154297
one step time:0.012315034866333008
one step time:0.012275934219360352
INFO 10-28 15:28:13 metrics.py:363] Avg prompt throughput: 178.3 tokens/s, Avg generation throughput: 151.9 tokens/s, Running: 2 reqs, Swapped: 0 reqs, Pending: 0 reqs, GPU KV cache usage: 0.2%, CPU KV cache usage: 0.0%.
INFO 10-28 15:28:13 metrics.py:379] Prefix cache hit rate: GPU: 15.09%, CPU: 0.00%
one step time:0.012259960174560547
one step time:0.01232600212097168
one step time:0.012328386306762695
one step time:0.012326478958129883
one step time:0.012363195419311523
one step time:0.012315750122070312
one step time:0.012361526489257812
one step time:0.012257575988769531
one step time:0.01231694221496582
one step time:0.012270689010620117
one step time:0.012285947799682617
one step time:0.012328624725341797
one step time:0.012287378311157227
one step time:0.012274503707885742
one step time:0.012299776077270508
one step time:0.012297391891479492
one step time:0.012335062026977539
one step time:0.012355566024780273
one step time:0.01234292984008789
one step time:0.012322425842285156
one step time:0.01236271858215332
one step time:0.012291908264160156
one step time:0.012328863143920898
one step time:0.012315988540649414
one step time:0.012285709381103516
one step time:0.012290000915527344
one step time:0.012343406677246094
one step time:0.012311458587646484
one step time:0.012296438217163086
one step time:0.012328147888183594
one step time:0.01230478286743164
one step time:0.012303590774536133
one step time:0.012304306030273438
one step time:0.01231241226196289
one step time:0.012321233749389648
one step time:0.012310981750488281
one step time:0.012323141098022461
one step time:0.012331962585449219
one step time:0.012318611145019531
one step time:0.01231694221496582
one step time:0.012307405471801758
one step time:0.012333154678344727
one step time:0.012291669845581055
one step time:0.012337207794189453
