args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 1024
INFO 10-28 15:56:43 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=1024.
INFO 10-28 15:56:43 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:56:46 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.53s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.59s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.63s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.20s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.34s/it]

INFO 10-28 15:56:52 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:56:53 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.17GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:56:53 gpu_executor.py:122] # GPU blocks: 27919, # CPU blocks: 2048
INFO 10-28 15:56:53 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:56:55 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:56:55 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:57:08 model_runner.py:1522] Graph capturing finished in 13 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
len(prompt):118
start warm up
finish warm up
without_agent max_token:256 
1 without agent len(reqs):2
0 rid:1 and rid1:1i0 and rid2:1i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:0 and rid1:0i0 and rid2:0i1
need_r1_react_num:1 and need_r2_react_num:0
one step time:0.03213691711425781
one step time:0.11029553413391113
one step time:0.034287452697753906
0 rid:1i1 and rid1:1i0 and rid2:1i1
one step time:0.07295775413513184
one step time:0.03366422653198242
one step time:0.012636661529541016
0 rid:1i0 and rid1:1i0 and rid2:1i1
one step time:0.03244781494140625
one step time:0.03591275215148926
one step time:0.012991905212402344
finished[-1]:{'request_id': '1', 'total_duration': 0.3905832767486572, 'total_token': 3} and rid:1i0
one step time:0.012455940246582031
one step time:0.012382984161376953
one step time:0.012433767318725586
one step time:0.012453079223632812
one step time:0.012632131576538086
one step time:0.012613296508789062
one step time:0.012379884719848633
one step time:0.012371301651000977
one step time:0.01244664192199707
one step time:0.012462615966796875
one step time:0.012391805648803711
one step time:0.012434720993041992
one step time:0.012403249740600586
one step time:0.012405157089233398
one step time:0.012382745742797852
one step time:0.012423992156982422
one step time:0.012418985366821289
one step time:0.012403011322021484
one step time:0.012375831604003906
one step time:0.01240229606628418
one step time:0.012414932250976562
one step time:0.012403488159179688
one step time:0.012404680252075195
one step time:0.01239466667175293
one step time:0.012388229370117188
one step time:0.012383699417114258
one step time:0.012372732162475586
one step time:0.012399673461914062
one step time:0.012437582015991211
one step time:0.012458086013793945
one step time:0.012415647506713867
one step time:0.01242375373840332
one step time:0.012447118759155273
one step time:0.012415170669555664
one step time:0.012425422668457031
one step time:0.012379646301269531
one step time:0.012391090393066406
one step time:0.012435674667358398
one step time:0.01239323616027832
one step time:0.012401103973388672
one step time:0.012441873550415039
one step time:0.012477636337280273
one step time:0.01240682601928711
one step time:0.012389659881591797
one step time:0.012414693832397461
one step time:0.012409448623657227
one step time:0.012419700622558594
one step time:0.012422323226928711
one step time:0.012433767318725586
one step time:0.012430667877197266
one step time:0.012461423873901367
one step time:0.012408733367919922
one step time:0.012419462203979492
one step time:0.01238870620727539
one step time:0.012421131134033203
one step time:0.012384414672851562
one step time:0.012407541275024414
one step time:0.012398958206176758
one step time:0.012427330017089844
one step time:0.012454986572265625
one step time:0.012417793273925781
one step time:0.012398958206176758
one step time:0.012415409088134766
one step time:0.012423992156982422
one step time:0.012418508529663086
one step time:0.012364625930786133
one step time:0.012396097183227539
one step time:0.012445926666259766
one step time:0.012427091598510742
one step time:0.012396812438964844
one step time:0.01240849494934082
one step time:0.012417078018188477
one step time:0.012442350387573242
one step time:0.01237034797668457
one step time:0.012400627136230469
one step time:0.012388467788696289
one step time:0.01241922378540039
one step time:0.012440681457519531
one step time:0.01240396499633789
one step time:0.012416362762451172
one step time:0.01251673698425293
one step time:0.012664079666137695
one step time:0.012630939483642578
one step time:0.012602567672729492
one step time:0.012687444686889648
one step time:0.012670278549194336
one step time:0.012401103973388672
one step time:0.012395858764648438
one step time:0.012437105178833008
one step time:0.012423992156982422
one step time:0.012387990951538086
one step time:0.012398719787597656
one step time:0.012418031692504883
one step time:0.012435674667358398
one step time:0.012408018112182617
one step time:0.012397050857543945
one step time:0.012430667877197266
one step time:0.012455940246582031
one step time:0.012377738952636719
one step time:0.012404203414916992
one step time:0.01239466667175293
one step time:0.012455224990844727
one step time:0.012405872344970703
one step time:0.012429475784301758
one step time:0.012414216995239258
one step time:0.01239013671875
one step time:0.012386798858642578
one step time:0.012387990951538086
one step time:0.012377738952636719
one step time:0.01240229606628418
one step time:0.012434005737304688
one step time:0.012396812438964844
one step time:0.012473583221435547
one step time:0.012427330017089844
one step time:0.012479305267333984
one step time:0.012393712997436523
one step time:0.012394428253173828
one step time:0.012432098388671875
one step time:0.012436866760253906
one step time:0.012399673461914062
one step time:0.01238250732421875
one step time:0.012423038482666016
one step time:0.012415647506713867
one step time:0.012421846389770508
one step time:0.012417316436767578
one step time:0.012414693832397461
one step time:0.012558698654174805
one step time:0.01281118392944336
one step time:0.012441158294677734
one step time:0.012489795684814453
one step time:0.012431144714355469
one step time:0.012428998947143555
one step time:0.012388229370117188
one step time:0.012390851974487305
one step time:0.01239013671875
one step time:0.01238250732421875
one step time:0.012388229370117188
one step time:0.012416839599609375
one step time:0.012442588806152344
one step time:0.01241302490234375
one step time:0.012408733367919922
one step time:0.012396097183227539
one step time:0.012399435043334961
one step time:0.012399911880493164
one step time:0.012463569641113281
one step time:0.012397050857543945
one step time:0.012404441833496094
one step time:0.012443304061889648
one step time:0.01272130012512207
one step time:0.012614250183105469
one step time:0.012638568878173828
one step time:0.01260232925415039
one step time:0.012700796127319336
one step time:0.012624025344848633
one step time:0.012421131134033203
one step time:0.01244664192199707
one step time:0.012389898300170898
one step time:0.012411832809448242
one step time:0.012393474578857422
one step time:0.01239323616027832
one step time:0.012428760528564453
one step time:0.012390613555908203
one step time:0.01241755485534668
one step time:0.012477874755859375
one step time:0.012622594833374023
one step time:0.012569189071655273
one step time:0.012502908706665039
one step time:0.0124969482421875
one step time:0.012455224990844727
one step time:0.012517452239990234
one step time:0.01244354248046875
one step time:0.012455940246582031
one step time:0.012476921081542969
one step time:0.012426376342773438
one step time:0.012418985366821289
one step time:0.012434959411621094
one step time:0.012437105178833008
one step time:0.01240229606628418
one step time:0.012407064437866211
one step time:0.012429237365722656
one step time:0.012449502944946289
one step time:0.012434959411621094
one step time:0.012453556060791016
one step time:0.01239776611328125
one step time:0.012391805648803711
one step time:0.012404441833496094
one step time:0.012430906295776367
one step time:0.012391805648803711
one step time:0.012415409088134766
one step time:0.012412548065185547
one step time:0.01244497299194336
one step time:0.012411117553710938
one step time:0.012446880340576172
one step time:0.012417793273925781
one step time:0.012392282485961914
one step time:0.012412071228027344
one step time:0.012407779693603516
one step time:0.012424707412719727
one step time:0.012479066848754883
one step time:0.012497663497924805
one step time:0.012412548065185547
one step time:0.012410402297973633
one step time:0.012406110763549805
one step time:0.012403488159179688
one step time:0.012406110763549805
one step time:0.012397527694702148
one step time:0.012409448623657227
one step time:0.012453556060791016
one step time:0.012508153915405273
one step time:0.012480497360229492
one step time:0.012433290481567383
one step time:0.012402772903442383
one step time:0.012427091598510742
one step time:0.01239919662475586
one step time:0.01241755485534668
one step time:0.01242828369140625
one step time:0.012408733367919922
one step time:0.012462139129638672
one step time:0.01239156723022461
one step time:0.012387752532958984
one step time:0.012409687042236328
one step time:0.012407064437866211
one step time:0.012389659881591797
one step time:0.012390613555908203
one step time:0.012450218200683594
one step time:0.01246500015258789
one step time:0.012470722198486328
one step time:0.012438535690307617
one step time:0.012399435043334961
one step time:0.01251077651977539
one step time:0.01242375373840332
one step time:0.0124053955078125
one step time:0.012415170669555664
one step time:0.012446403503417969
one step time:0.012400388717651367
one step time:0.01243448257446289
one step time:0.012421131134033203
one step time:0.012409210205078125
one step time:0.012422323226928711
one step time:0.01248025894165039
one step time:0.012723922729492188
one step time:0.012420177459716797
one step time:0.012436151504516602
one step time:0.012459278106689453
one step time:0.01243734359741211
one step time:0.01240849494934082
one step time:0.012398242950439453
one step time:0.01240229606628418
one step time:0.012412786483764648
one step time:0.012832164764404297
0 rid:0i1 and rid1:0i0 and rid2:0i1
one step time:0.0328826904296875
one step time:0.07025861740112305
one step time:0.012697696685791016
one step time:0.01246333122253418
one step time:0.012492179870605469
one step time:0.01249384880065918
one step time:0.012424945831298828
one step time:0.012418985366821289
one step time:0.012450456619262695
one step time:0.012443304061889648
one step time:0.012420177459716797
one step time:0.012396097183227539
one step time:0.012377023696899414
one step time:0.0124359130859375
one step time:0.012405872344970703
one step time:0.012458562850952148
one step time:0.012394905090332031
one step time:0.012438297271728516
one step time:0.012376785278320312
one step time:0.012406587600708008
one step time:0.012394428253173828
one step time:0.012395381927490234
one step time:0.012413501739501953
one step time:0.012678384780883789
one step time:0.012759208679199219
one step time:0.012374162673950195
one step time:0.01238870620727539
one step time:0.01241445541381836
one step time:0.012406349182128906
one step time:0.012413740158081055
one step time:0.012420177459716797
one step time:0.012469291687011719
one step time:0.012418746948242188
one step time:0.012384891510009766
one step time:0.012446165084838867
one step time:0.012392520904541016
one step time:0.012405633926391602
one step time:0.012388229370117188
one step time:0.01240229606628418
one step time:0.012390851974487305
one step time:0.012423992156982422
one step time:0.012463808059692383
one step time:0.01244211196899414
one step time:0.012437105178833008
one step time:0.012397050857543945
one step time:0.012395858764648438
one step time:0.012433052062988281
one step time:0.012487173080444336
one step time:0.01241755485534668
one step time:0.012435197830200195
one step time:0.012465715408325195
one step time:0.012455463409423828
one step time:0.012437820434570312
one step time:0.012410163879394531
one step time:0.012410879135131836
one step time:0.012422323226928711
one step time:0.01240682601928711
one step time:0.012427330017089844
one step time:0.012463569641113281
one step time:0.012432098388671875
one step time:0.012429952621459961
one step time:0.012400150299072266
one step time:0.012439250946044922
one step time:0.012448549270629883
one step time:0.012430191040039062
one step time:0.012459039688110352
one step time:0.01273965835571289
one step time:0.012670755386352539
one step time:0.012391090393066406
one step time:0.012393712997436523
one step time:0.012398004531860352
one step time:0.012385368347167969
one step time:0.012398719787597656
one step time:0.012404918670654297
one step time:0.012444496154785156
one step time:0.012413740158081055
one step time:0.0124359130859375
one step time:0.012468576431274414
one step time:0.012409210205078125
one step time:0.012416362762451172
one step time:0.012381315231323242
one step time:0.012410879135131836
one step time:0.012413501739501953
one step time:0.01240849494934082
one step time:0.012434005737304688
INFO 10-28 15:57:14 metrics.py:363] Avg prompt throughput: 1107.0 tokens/s, Avg generation throughput: 73.5 tokens/s, Running: 1 reqs, Swapped: 0 reqs, Pending: 0 reqs, GPU KV cache usage: 0.3%, CPU KV cache usage: 0.0%.
INFO 10-28 15:57:14 metrics.py:379] Prefix cache hit rate: GPU: 19.48%, CPU: 0.00%
one step time:0.012408018112182617
one step time:0.012465715408325195
one step time:0.012395620346069336
one step time:0.012435197830200195
one step time:0.012389898300170898
one step time:0.01242518424987793
one step time:0.012419939041137695
one step time:0.012385129928588867
one step time:0.012382030487060547
one step time:0.012421369552612305
one step time:0.01246190071105957
one step time:0.012553691864013672
one step time:0.012394905090332031
one step time:0.01241612434387207
one step time:0.012388229370117188
one step time:0.01240992546081543
one step time:0.012436389923095703
one step time:0.012474536895751953
one step time:0.012513160705566406
one step time:0.01244497299194336
one step time:0.012398242950439453
one step time:0.012410402297973633
one step time:0.012463808059692383
one step time:0.012407541275024414
one step time:0.012381792068481445
one step time:0.012416839599609375
one step time:0.01246023178100586
one step time:0.01242971420288086
one step time:0.012474298477172852
one step time:0.012406587600708008
one step time:0.012419462203979492
one step time:0.012410640716552734
one step time:0.012457132339477539
one step time:0.0124359130859375
one step time:0.012435436248779297
one step time:0.012454032897949219
one step time:0.01243281364440918
one step time:0.012449979782104492
one step time:0.012410879135131836
one step time:0.012392997741699219
one step time:0.012406587600708008
one step time:0.01241612434387207
one step time:0.012420177459716797
one step time:0.012403726577758789
one step time:0.012420654296875
one step time:0.012442827224731445
one step time:0.012441635131835938
one step time:0.012424945831298828
one step time:0.012467145919799805
one step time:0.012423992156982422
one step time:0.012419939041137695
one step time:0.012387275695800781
one step time:0.012388229370117188
one step time:0.012400388717651367
one step time:0.012417793273925781
one step time:0.01242828369140625
one step time:0.01244354248046875
one step time:0.012416362762451172
one step time:0.012455224990844727
one step time:0.012402057647705078
one step time:0.012403488159179688
one step time:0.012434244155883789
one step time:0.012396097183227539
one step time:0.012407779693603516
one step time:0.012437820434570312
