args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 512
INFO 10-28 15:29:18 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=512.
INFO 10-28 15:29:18 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:29:21 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.50s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.58s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.62s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.19s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.33s/it]

INFO 10-28 15:29:27 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:29:27 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.16GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:29:28 gpu_executor.py:122] # GPU blocks: 27921, # CPU blocks: 2048
INFO 10-28 15:29:28 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:29:30 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:29:30 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:29:43 model_runner.py:1522] Graph capturing finished in 14 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
len(prompt):118
start warm up
finish warm up
without_agent max_token:256 
1 without agent len(reqs):8
0 rid:7 and rid1:7i0 and rid2:7i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:6 and rid1:6i0 and rid2:6i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:5 and rid1:5i0 and rid2:5i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:4 and rid1:4i0 and rid2:4i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:3 and rid1:3i0 and rid2:3i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:2 and rid1:2i0 and rid2:2i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:1 and rid1:1i0 and rid2:1i1
need_r1_react_num:1 and need_r2_react_num:0
0 rid:0 and rid1:0i0 and rid2:0i1
need_r1_react_num:1 and need_r2_react_num:0
one step time:0.04164266586303711
one step time:0.03383779525756836
one step time:0.013159513473510742
one step time:0.013030767440795898
one step time:0.013008594512939453
one step time:0.012985944747924805
one step time:0.013002872467041016
one step time:0.012959480285644531
one step time:0.01297450065612793
one step time:0.01296544075012207
one step time:0.013018369674682617
one step time:0.013002395629882812
one step time:0.012911796569824219
one step time:0.01289987564086914
one step time:0.012974023818969727
one step time:0.012936592102050781
one step time:0.012969255447387695
one step time:0.013014078140258789
one step time:0.013365745544433594
one step time:0.01316380500793457
0 rid:1i1 and rid1:1i0 and rid2:1i1
one step time:0.03636336326599121
one step time:0.012955665588378906
one step time:0.013069391250610352
one step time:0.012887239456176758
one step time:0.012936830520629883
one step time:0.01290750503540039
one step time:0.012964010238647461
one step time:0.012971878051757812
one step time:0.012963056564331055
one step time:0.012943506240844727
one step time:0.012964963912963867
one step time:0.012969493865966797
one step time:0.013009786605834961
one step time:0.013049125671386719
one step time:0.01303243637084961
one step time:0.01290440559387207
one step time:0.012927055358886719
one step time:0.012911081314086914
one step time:0.01298069953918457
one step time:0.01295781135559082
one step time:0.012955427169799805
one step time:0.012997150421142578
one step time:0.013032674789428711
one step time:0.012977123260498047
one step time:0.012936592102050781
one step time:0.01297140121459961
one step time:0.01299142837524414
one step time:0.012986421585083008
one step time:0.013038396835327148
one step time:0.01293182373046875
one step time:0.013026714324951172
one step time:0.012946844100952148
one step time:0.012947320938110352
one step time:0.012981653213500977
one step time:0.012984514236450195
one step time:0.012984514236450195
one step time:0.01291036605834961
one step time:0.012920141220092773
one step time:0.01302647590637207
one step time:0.012984275817871094
one step time:0.012980222702026367
one step time:0.012935161590576172
one step time:0.013061046600341797
one step time:0.013026237487792969
one step time:0.0129852294921875
one step time:0.012956619262695312
one step time:0.013001203536987305
one step time:0.012943744659423828
one step time:0.012931108474731445
one step time:0.012980461120605469
one step time:0.013028144836425781
one step time:0.013266324996948242
one step time:0.013127326965332031
one step time:0.012950897216796875
one step time:0.012926578521728516
one step time:0.013014793395996094
one step time:0.012970924377441406
one step time:0.012933492660522461
one step time:0.013010263442993164
one step time:0.013009309768676758
one step time:0.012992143630981445
one step time:0.012934684753417969
one step time:0.013526439666748047
one step time:0.012964725494384766
one step time:0.012971639633178711
one step time:0.013025999069213867
one step time:0.013039112091064453
one step time:0.012922286987304688
one step time:0.012877464294433594
one step time:0.012934446334838867
one step time:0.012958049774169922
one step time:0.012996196746826172
one step time:0.012971162796020508
one step time:0.013010263442993164
one step time:0.013000965118408203
one step time:0.012972593307495117
one step time:0.012964963912963867
one step time:0.012911081314086914
one step time:0.013085603713989258
one step time:0.013052940368652344
one step time:0.013001680374145508
one step time:0.013015985488891602
one step time:0.013021469116210938
one step time:0.013031959533691406
one step time:0.013028144836425781
one step time:0.01303863525390625
one step time:0.013018131256103516
one step time:0.013097763061523438
one step time:0.013019323348999023
one step time:0.013046979904174805
one step time:0.013014078140258789
one step time:0.01308894157409668
one step time:0.013005256652832031
one step time:0.013034820556640625
one step time:0.013108015060424805
one step time:0.013012409210205078
one step time:0.012982845306396484
one step time:0.013102293014526367
one step time:0.013102054595947266
one step time:0.01304316520690918
one step time:0.013062000274658203
one step time:0.01296377182006836
one step time:0.013030290603637695
one step time:0.013045549392700195
one step time:0.013099908828735352
one step time:0.013044595718383789
one step time:0.013042688369750977
one step time:0.012991905212402344
one step time:0.013082027435302734
one step time:0.012990713119506836
one step time:0.013021469116210938
one step time:0.013121843338012695
one step time:0.013141870498657227
one step time:0.01299142837524414
one step time:0.013059377670288086
one step time:0.013012170791625977
one step time:0.013013601303100586
one step time:0.013006210327148438
one step time:0.01304006576538086
one step time:0.013004541397094727
one step time:0.013084888458251953
one step time:0.013031721115112305
one step time:0.012972354888916016
one step time:0.013081550598144531
one step time:0.013064861297607422
one step time:0.013016700744628906
one step time:0.01300501823425293
one step time:0.013020038604736328
one step time:0.013091802597045898
one step time:0.013031244277954102
one step time:0.013083696365356445
one step time:0.01335906982421875
one step time:0.013004541397094727
one step time:0.012988805770874023
one step time:0.013035297393798828
one step time:0.013051509857177734
one step time:0.01301717758178711
one step time:0.013020753860473633
one step time:0.013110160827636719
one step time:0.013056039810180664
one step time:0.013072013854980469
one step time:0.013017654418945312
one step time:0.01317739486694336
one step time:0.013033151626586914
one step time:0.01304769515991211
one step time:0.01306915283203125
one step time:0.013105154037475586
one step time:0.012993097305297852
one step time:0.012982606887817383
one step time:0.013002395629882812
one step time:0.013085126876831055
one step time:0.01304936408996582
one step time:0.013097047805786133
one step time:0.013064384460449219
one step time:0.013091325759887695
one step time:0.013072967529296875
one step time:0.013057708740234375
one step time:0.013103485107421875
one step time:0.01305842399597168
one step time:0.013100624084472656
one step time:0.01343536376953125
one step time:0.013786792755126953
one step time:0.013096094131469727
one step time:0.013068437576293945
one step time:0.013045549392700195
one step time:0.013060569763183594
one step time:0.013071060180664062
one step time:0.013103008270263672
one step time:0.013042688369750977
one step time:0.013014554977416992
one step time:0.013053417205810547
one step time:0.013061046600341797
one step time:0.013127803802490234
one step time:0.013042449951171875
one step time:0.013071537017822266
one step time:0.013063907623291016
one step time:0.013014078140258789
one step time:0.013010025024414062
one step time:0.013072967529296875
one step time:0.013097763061523438
one step time:0.013037919998168945
one step time:0.01305532455444336
one step time:0.013128519058227539
one step time:0.01305389404296875
one step time:0.013041973114013672
one step time:0.013075828552246094
one step time:0.013098001480102539
one step time:0.013110637664794922
one step time:0.013086080551147461
one step time:0.013114452362060547
one step time:0.013108968734741211
one step time:0.01303863525390625
one step time:0.013091802597045898
one step time:0.013144493103027344
one step time:0.013090372085571289
one step time:0.013067483901977539
one step time:0.01310276985168457
one step time:0.013009786605834961
one step time:0.01308894157409668
one step time:0.013098001480102539
one step time:0.013127326965332031
one step time:0.013087749481201172
one step time:0.013056516647338867
one step time:0.013069629669189453
one step time:0.013178348541259766
one step time:0.013091802597045898
one step time:0.013105630874633789
one step time:0.01337885856628418
one step time:0.013057947158813477
one step time:0.013196706771850586
one step time:0.01347494125366211
one step time:0.013060331344604492
one step time:0.01306462287902832
one step time:0.013070106506347656
one step time:0.013072490692138672
one step time:0.013178348541259766
one step time:0.01340484619140625
one step time:0.01306462287902832
one step time:0.01313638687133789
one step time:0.013106584548950195
one step time:0.013082742691040039
one step time:0.013080120086669922
one step time:0.013093233108520508
one step time:0.013055801391601562
one step time:0.013066530227661133
one step time:0.013047933578491211
one step time:0.013087987899780273
one step time:0.013057470321655273
one step time:0.013044118881225586
one step time:0.013047218322753906
one step time:0.01304483413696289
one step time:0.013075828552246094
one step time:0.013118982315063477
one step time:0.013085365295410156
one step time:0.013124942779541016
one step time:0.01311492919921875
one step time:0.013109207153320312
0 rid:3i1 and rid1:3i0 and rid2:3i1
0 rid:4i1 and rid1:4i0 and rid2:4i1
0 rid:5i1 and rid1:5i0 and rid2:5i1
0 rid:6i1 and rid1:6i0 and rid2:6i1
0 rid:7i1 and rid1:7i0 and rid2:7i1
one step time:0.04130387306213379
0 rid:0i1 and rid1:0i0 and rid2:0i1
0 rid:2i1 and rid1:2i0 and rid2:2i1
one step time:0.0410614013671875
one step time:0.040865421295166016
one step time:0.04088115692138672
one step time:0.04092836380004883
one step time:0.013330936431884766
one step time:0.013211488723754883
one step time:0.013106346130371094
one step time:0.013193607330322266
one step time:0.013257026672363281
one step time:0.013110876083374023
one step time:0.013078927993774414
one step time:0.01306009292602539
one step time:0.01307368278503418
one step time:0.01304316520690918
one step time:0.013011932373046875
one step time:0.013119220733642578
one step time:0.013032913208007812
one step time:0.013071775436401367
one step time:0.013329744338989258
0 rid:1i0 and rid1:1i0 and rid2:1i1
one step time:0.03516435623168945
one step time:0.013394832611083984
one step time:0.013038873672485352
one step time:0.013088464736938477
one step time:0.013163328170776367
one step time:0.013031959533691406
one step time:0.013120412826538086
one step time:0.013068675994873047
one step time:0.013048410415649414
one step time:0.013025283813476562
one step time:0.013018608093261719
one step time:0.013082504272460938
one step time:0.01309967041015625
one step time:0.013063907623291016
one step time:0.013092756271362305
one step time:0.013267993927001953
one step time:0.013139963150024414
one step time:0.013085126876831055
one step time:0.013079404830932617
one step time:0.013035297393798828
one step time:0.013140678405761719
one step time:0.01312708854675293
one step time:0.013092756271362305
one step time:0.013032913208007812
one step time:0.013105630874633789
one step time:0.013034582138061523
one step time:0.013063430786132812
one step time:0.013061046600341797
one step time:0.013112783432006836
one step time:0.013118982315063477
one step time:0.01304316520690918
one step time:0.013102293014526367
one step time:0.013153076171875
one step time:0.01309823989868164
one step time:0.013026237487792969
one step time:0.013069391250610352
one step time:0.013165473937988281
one step time:0.013120412826538086
one step time:0.013179302215576172
one step time:0.0131072998046875
one step time:0.013115167617797852
one step time:0.013117790222167969
one step time:0.013105392456054688
one step time:0.013135433197021484
one step time:0.013120174407958984
one step time:0.013077020645141602
one step time:0.013082742691040039
one step time:0.013139009475708008
one step time:0.013161420822143555
one step time:0.013119220733642578
one step time:0.013173341751098633
one step time:0.013082265853881836
one step time:0.013182640075683594
one step time:0.013156414031982422
one step time:0.013179302215576172
one step time:0.013109922409057617
one step time:0.013169527053833008
one step time:0.013293027877807617
one step time:0.013087749481201172
INFO 10-28 15:29:50 metrics.py:363] Avg prompt throughput: 715.8 tokens/s, Avg generation throughput: 536.5 tokens/s, Running: 8 reqs, Swapped: 0 reqs, Pending: 0 reqs, GPU KV cache usage: 0.7%, CPU KV cache usage: 0.0%.
INFO 10-28 15:29:50 metrics.py:379] Prefix cache hit rate: GPU: 9.30%, CPU: 0.00%
one step time:0.013100862503051758
one step time:0.013216495513916016
one step time:0.013112068176269531
one step time:0.013094186782836914
one step time:0.013099908828735352
one step time:0.013179302215576172
one step time:0.013105630874633789
one step time:0.01308894157409668
one step time:0.013154268264770508
one step time:0.013206005096435547
one step time:0.01311349868774414
one step time:0.013151168823242188
one step time:0.013076543807983398
one step time:0.01306605339050293
one step time:0.013105392456054688
one step time:0.01309347152709961
one step time:0.013154029846191406
one step time:0.013135433197021484
one step time:0.013072729110717773
one step time:0.013108015060424805
one step time:0.013107538223266602
one step time:0.013117790222167969
one step time:0.013150215148925781
one step time:0.013094663619995117
one step time:0.013126850128173828
one step time:0.013200521469116211
one step time:0.013181924819946289
one step time:0.01315450668334961
one step time:0.013089895248413086
one step time:0.013163089752197266
one step time:0.013105392456054688
one step time:0.013109445571899414
one step time:0.013175249099731445
one step time:0.013472795486450195
one step time:0.013065338134765625
one step time:0.013068914413452148
one step time:0.013160467147827148
one step time:0.01317906379699707
one step time:0.013204336166381836
one step time:0.013097047805786133
one step time:0.01316213607788086
one step time:0.013210535049438477
